"OID","Country or Area","Year","Description","Magnitude","Value"
"112..ED.ZF...","UNITED KINGDOM","2001","EUROS PER POUND STERLING: PD.AVG.","ECUS PER","1.60917"
"112..EC.ZF...","UNITED KINGDOM","2001","EURO PER POUND STERLING:END PD.","ECUS PER","1.64575"
"112..G..ZF...","UNITED KINGDOM","2000","SDRS PER OUNCE(LONDON)","POUNDS STERLING","210.644"
"112..RELZF...","UNITED KINGDOM","2000","REER BASED ON ULC","INDEX NUMBER","99.8801"
"112..REUZF...","UNITED KINGDOM","2000","REER BASED ON RNULC","INDEX NUMBER","102.333"
"112..RECZF...","UNITED KINGDOM","2000","REER BASED ON REL.CP","INDEX NUMBER","98.6323"
"112..NEUZF...","UNITED KINGDOM","2000","NEER FROM ULC","INDEX NUMBER","103.295"
"112..NELZF...","UNITED KINGDOM","2000","NEER FROM ULC","INDEX NUMBER","102.01"
"112..NECZF...","UNITED KINGDOM","2000","NEER FROM INS","INDEX NUMBER","101.069"
"112..RF.ZF...","UNITED KINGDOM","2000","MARKET RATE, PERIOD AVERAGE","POUNDS STERLING","0.660931"
"112..AA.ZF...","UNITED KINGDOM","2000","MARKET RATE, END OF PERIOD","POUNDS STERLING","0.873147"
"112..AE.ZF...","UNITED KINGDOM","2000","MARKET RATE, END OF PERIOD","POUNDS STERLING","0.670151"
"112..AF.ZF...","UNITED KINGDOM","2000","MARKET RATE","POUNDS STERLING","0.660931"
"112..AC.ZF...","UNITED KINGDOM","2000","MARKET RATE","POUNDS STERLING","1.14528"
"112..AG.ZF...","UNITED KINGDOM","2000","MARKET RATE","POUNDS STERLING","1.4922"
"112..AH.ZF...","UNITED KINGDOM","2000","MARKET RATE","POUNDS STERLING","1.51611"
"112..DE.ZF...","UNITED KINGDOM","2000","MARKET RATE","POUNDS STERLING","0.670151"
"112..DG.ZF...","UNITED KINGDOM","2000","MARKET RATE","POUNDS STERLING","1.4922"
"112..RH.ZF...","UNITED KINGDOM","2000","MARKET RATE","POUNDS STERLING","1.51611"
"112..RB.ZF...","UNITED KINGDOM","2000","MARKET RATE","POUNDS STERLING","0.871628"
"112..RD.ZF...","UNITED KINGDOM","2000","MARKET RATE","POUNDS STERLING","1.14962"
"112..C..ZF...","UNITED KINGDOM","2000","LONDON GOLD PRICE","US$ PER FINE OZS","274.45"
"112..B..ZF...","UNITED KINGDOM","2000","FORWARD RATE","POUNDS STERLING","1.4971"
"112..AHXZF...","UNITED KINGDOM","2000","EXCHANGE RATE INDEX 2000=100","INDEX NUMBER","83.2841"
"112..ED.ZF...","UNITED KINGDOM","2000","EUROS PER POUND STERLING: PD.AVG.","ECUS PER","1.64558"
"112..EC.ZF...","UNITED KINGDOM","2000","EURO PER POUND STERLING:END PD.","ECUS PER","1.60365"
"112..G..ZF...","UNITED KINGDOM","1999","SDRS PER OUNCE(LONDON)","POUNDS STERLING","211.474"
"112..RELZF...","UNITED KINGDOM","1999","REER BASED ON ULC","INDEX NUMBER","97.3632"
"112..REUZF...","UNITED KINGDOM","1999","REER BASED ON RNULC","INDEX NUMBER","98.332"
"112..RECZF...","UNITED KINGDOM","1999","REER BASED ON REL.CP","INDEX NUMBER","95.9906"
"112..NELZF...","UNITED KINGDOM","1999","NEER FROM ULC","INDEX NUMBER","99.5894"
"112..NEUZF...","UNITED KINGDOM","1999","NEER FROM ULC","INDEX NUMBER","100.046"
"112..NECZF...","UNITED KINGDOM","1999","NEER FROM INS","INDEX NUMBER","99.0879"
"112..RF.ZF...","UNITED KINGDOM","1999","MARKET RATE, PERIOD AVERAGE","POUNDS STERLING","0.618057"
"112..AA.ZF...","UNITED KINGDOM","1999","MARKET RATE, END OF PERIOD","POUNDS STERLING","0.849115"
"112..AE.ZF...","UNITED KINGDOM","1999","MARKET RATE, END OF PERIOD","POUNDS STERLING","0.618659"
"112..AC.ZF...","UNITED KINGDOM","1999","MARKET RATE","POUNDS STERLING","1.1777"
"112..AG.ZF...","UNITED KINGDOM","1999","MARKET RATE","POUNDS STERLING","1.6164"
"112..AF.ZF...","UNITED KINGDOM","1999","MARKET RATE","POUNDS STERLING","0.618057"
"112..AH.ZF...","UNITED KINGDOM","1999","MARKET RATE","POUNDS STERLING","1.61822"
"112..DE.ZF...","UNITED KINGDOM","1999","MARKET RATE","POUNDS STERLING","0.618659"
"112..DG.ZF...","UNITED KINGDOM","1999","MARKET RATE","POUNDS STERLING","1.6164"
"112..RH.ZF...","UNITED KINGDOM","1999","MARKET RATE","POUNDS STERLING","1.61822"
"112..RD.ZF...","UNITED KINGDOM","1999","MARKET RATE","POUNDS STERLING","1.1835"
"112..RB.ZF...","UNITED KINGDOM","1999","MARKET RATE","POUNDS STERLING","0.84508"
"112..C..ZF...","UNITED KINGDOM","1999","LONDON GOLD PRICE","US$ PER FINE OZS","290.25"
"112..B..ZF...","UNITED KINGDOM","1999","FORWARD RATE","POUNDS STERLING","1.6123"
"112..AHXZF...","UNITED KINGDOM","1999","EXCHANGE RATE INDEX 2000=100","INDEX NUMBER","88.8938"
"112..ED.ZF...","UNITED KINGDOM","1999","EUROS PER POUND STERLING: PD.AVG.","ECUS PER","1.51891"
"112..EC.ZF...","UNITED KINGDOM","1999","EURO PER POUND STERLING:END PD.","ECUS PER","1.609"
"112..G..ZF...","UNITED KINGDOM","1998","SDRS PER OUNCE(LONDON)","POUNDS STERLING","204.399"
"112..RELZF...","UNITED KINGDOM","1998","REER BASED ON ULC","INDEX NUMBER","96.3094"
"112..REUZF...","UNITED KINGDOM","1998","REER BASED ON RNULC","INDEX NUMBER","97.1961"
"112..RECZF...","UNITED KINGDOM","1998","REER BASED ON REL.CP","INDEX NUMBER","96.2774"
"112..NELZF...","UNITED KINGDOM","1998","NEER FROM ULC","INDEX NUMBER","99.9209"
"112..NEUZF...","UNITED KINGDOM","1998","NEER FROM ULC","INDEX NUMBER","100.302"
"112..NECZF...","UNITED KINGDOM","1998","NEER FROM INS","INDEX NUMBER","99.8678"
"112..RF.ZF...","UNITED KINGDOM","1998","MARKET RATE, PERIOD AVERAGE","POUNDS STERLING","0.603824"
"112..AA.ZF...","UNITED KINGDOM","1998","MARKET RATE, END OF PERIOD","POUNDS STERLING","0.846426"
"112..AE.ZF...","UNITED KINGDOM","1998","MARKET RATE, END OF PERIOD","POUNDS STERLING","0.601142"
"112..AF.ZF...","UNITED KINGDOM","1998","MARKET RATE","POUNDS STERLING","0.603824"
"112..AG.ZF...","UNITED KINGDOM","1998","MARKET RATE","POUNDS STERLING","1.6635"
"112..AH.ZF...","UNITED KINGDOM","1998","MARKET RATE","POUNDS STERLING","1.65641"
"112..DE.ZF...","UNITED KINGDOM","1998","MARKET RATE","POUNDS STERLING","0.601142"
"112..DG.ZF...","UNITED KINGDOM","1998","MARKET RATE","POUNDS STERLING","1.6635"
"112..AC.ZF...","UNITED KINGDOM","1998","MARKET RATE","POUNDS STERLING","1.18144"
"112..RH.ZF...","UNITED KINGDOM","1998","MARKET RATE","POUNDS STERLING","1.65641"
"112..RB.ZF...","UNITED KINGDOM","1998","MARKET RATE","POUNDS STERLING","0.819112"
"112..RD.ZF...","UNITED KINGDOM","1998","MARKET RATE","POUNDS STERLING","1.22105"
"112..C..ZF...","UNITED KINGDOM","1998","LONDON GOLD PRICE","US$ PER FINE OZS","287.8"
"112..B..ZF...","UNITED KINGDOM","1998","FORWARD RATE","POUNDS STERLING","1.6598"
"112..AHXZF...","UNITED KINGDOM","1998","EXCHANGE RATE INDEX 2000=100","INDEX NUMBER","90.9916"
"112..ED.ZF...","UNITED KINGDOM","1998","EUROS PER POUND STERLING: PD.AVG.","ECUS PER","1.4796"
"112..EC.ZF...","UNITED KINGDOM","1998","EURO PER POUND STERLING:END PD.","ECUS PER","1.41752"
"112..G..ZF...","UNITED KINGDOM","1997","SDRS PER OUNCE(LONDON)","POUNDS STERLING","215.082"
"112..RELZF...","UNITED KINGDOM","1997","REER BASED ON ULC","INDEX NUMBER","86.4338"
"112..REUZF...","UNITED KINGDOM","1997","REER BASED ON RNULC","INDEX NUMBER","91.4552"
"112..RECZF...","UNITED KINGDOM","1997","REER BASED ON REL.CP","INDEX NUMBER","90.4696"
"112..NELZF...","UNITED KINGDOM","1997","NEER FROM ULC","INDEX NUMBER","95.9222"
"112..NEUZF...","UNITED KINGDOM","1997","NEER FROM ULC","INDEX NUMBER","96.7927"
"112..NECZF...","UNITED KINGDOM","1997","NEER FROM INS","INDEX NUMBER","95.772"
"112..RF.ZF...","UNITED KINGDOM","1997","MARKET RATE, PERIOD AVERAGE","POUNDS STERLING","0.610836"
"112..AA.ZF...","UNITED KINGDOM","1997","MARKET RATE, END OF PERIOD","POUNDS STERLING","0.815848"
"112..AE.ZF...","UNITED KINGDOM","1997","MARKET RATE, END OF PERIOD","POUNDS STERLING","0.604668"
"112..AF.ZF...","UNITED KINGDOM","1997","MARKET RATE","POUNDS STERLING","0.610836"
"112..AG.ZF...","UNITED KINGDOM","1997","MARKET RATE","POUNDS STERLING","1.6538"
"112..AH.ZF...","UNITED KINGDOM","1997","MARKET RATE","POUNDS STERLING","1.6377"
"112..DE.ZF...","UNITED KINGDOM","1997","MARKET RATE","POUNDS STERLING","0.604668"
"112..DG.ZF...","UNITED KINGDOM","1997","MARKET RATE","POUNDS STERLING","1.6538"
"112..AC.ZF...","UNITED KINGDOM","1997","MARKET RATE","POUNDS STERLING","1.22572"
"112..RH.ZF...","UNITED KINGDOM","1997","MARKET RATE","POUNDS STERLING","1.6377"
"112..RB.ZF...","UNITED KINGDOM","1997","MARKET RATE","POUNDS STERLING","0.840521"
"112..RD.ZF...","UNITED KINGDOM","1997","MARKET RATE","POUNDS STERLING","1.19017"
"112..C..ZF...","UNITED KINGDOM","1997","LONDON GOLD PRICE","US$ PER FINE OZS","290.2"
"112..B..ZF...","UNITED KINGDOM","1997","FORWARD RATE","POUNDS STERLING","1.638"
"112..AHXZF...","UNITED KINGDOM","1997","EXCHANGE RATE INDEX 2000=100","INDEX NUMBER","89.9634"
"112..ED.ZF...","UNITED KINGDOM","1997","EUROS PER POUND STERLING: PD.AVG.","ECUS PER","1.44517"
"112..EC.ZF...","UNITED KINGDOM","1997","EURO PER POUND STERLING:END PD.","ECUS PER","1.50107"
"111..SA.ZF...","UNITED STATES","2009","US DOLLARS PER SDR, END OF PERIOD","U.S. DOLLARS","1.56769"
"111..SC.ZF...","UNITED STATES","2009","SDRS PER US DOLLAR, END OF PERIOD","U.S. DOLLARS","0.637881"
"111..SD.ZF...","UNITED STATES","2009","SDRS PER DOLLAR, PERIOD AVERAGE","U.S. DOLLARS","0.648489"
"111..RELZF...","UNITED STATES","2009","REER BASED ON ULC","INDEX NUMBER","97.2222"
"111..RECZF...","UNITED STATES","2009","REER BASED ON REL.CP","INDEX NUMBER","97.0101"
"111..NELZF...","UNITED STATES","2009","NEER FROM ULC","INDEX NUMBER","94.1138"
"111..NECZF...","UNITED STATES","2009","NEER FROM INS","INDEX NUMBER","96.2281"
"111..RF.ZF...","UNITED STATES","2009","MARKET RATE, PERIOD AVERAGE","U.S. DOLLARS","1"
"111..AA.ZF...","UNITED STATES","2009","MARKET RATE, END OF PERIOD","U.S. DOLLARS","1.56769"
"111..AE.ZF...","UNITED STATES","2009","MARKET RATE, END OF PERIOD","U.S. DOLLARS","1"
"111..AF.ZF...","UNITED STATES","2009","MARKET RATE","U.S. DOLLARS","1"
"111..AC.ZF...","UNITED STATES","2009","MARKET RATE","U.S. DOLLARS","0.637881"
"111..AG.ZF...","UNITED STATES","2009","MARKET RATE","U.S. DOLLARS","1"
"111..AH.ZF...","UNITED STATES","2009","MARKET RATE","U.S. DOLLARS","1"
"111..DE.ZF...","UNITED STATES","2009","MARKET RATE","U.S. DOLLARS","1"
"111..DG.ZF...","UNITED STATES","2009","MARKET RATE","U.S. DOLLARS","1"
"111..RH.ZF...","UNITED STATES","2009","MARKET RATE","U.S. DOLLARS","1"
"111..RB.ZF...","UNITED STATES","2009","MARKET RATE","U.S. DOLLARS","1.54205"
"111..RD.ZF...","UNITED STATES","2009","MARKET RATE","U.S. DOLLARS","0.648489"
"111..SB.ZF...","UNITED STATES","2009","DOLLARS PER SDR, PERIOD AVERAGE","U.S. DOLLARS","1.54205"
"111..SA.ZF...","UNITED STATES","2008","US DOLLARS PER SDR, END OF PERIOD","U.S. DOLLARS","1.54027"
"111..SC.ZF...","UNITED STATES","2008","SDRS PER US DOLLAR, END OF PERIOD","U.S. DOLLARS","0.64924"
"111..SD.ZF...","UNITED STATES","2008","SDRS PER DOLLAR, PERIOD AVERAGE","U.S. DOLLARS","0.632871"
"111..RELZF...","UNITED STATES","2008","REER BASED ON ULC","INDEX NUMBER","92.3381"
"111..REUZF...","UNITED STATES","2008","REER BASED ON RNULC","INDEX NUMBER","87.4657"
"111..RECZF...","UNITED STATES","2008","REER BASED ON REL.CP","INDEX NUMBER","92.5159"
"111..NELZF...","UNITED STATES","2008","NEER FROM ULC","INDEX NUMBER","90.2858"
"111..NEUZF...","UNITED STATES","2008","NEER FROM ULC","INDEX NUMBER","88.948"
"111..NECZF...","UNITED STATES","2008","NEER FROM INS","INDEX NUMBER","90.8277"
"111..RF.ZF...","UNITED STATES","2008","MARKET RATE, PERIOD AVERAGE","U.S. DOLLARS","1"
"111..AE.ZF...","UNITED STATES","2008","MARKET RATE, END OF PERIOD","U.S. DOLLARS","1"
"111..AA.ZF...","UNITED STATES","2008","MARKET RATE, END OF PERIOD","U.S. DOLLARS","1.54027"
"111..AC.ZF...","UNITED STATES","2008","MARKET RATE","U.S. DOLLARS","0.649237"
"111..AG.ZF...","UNITED STATES","2008","MARKET RATE","U.S. DOLLARS","1"
"111..AF.ZF...","UNITED STATES","2008","MARKET RATE","U.S. DOLLARS","1"
"111..DG.ZF...","UNITED STATES","2008","MARKET RATE","U.S. DOLLARS","1"
"111..DE.ZF...","UNITED STATES","2008","MARKET RATE","U.S. DOLLARS","1"
"111..AH.ZF...","UNITED STATES","2008","MARKET RATE","U.S. DOLLARS","1"
"111..RH.ZF...","UNITED STATES","2008","MARKET RATE","U.S. DOLLARS","1"
"111..RB.ZF...","UNITED STATES","2008","MARKET RATE","U.S. DOLLARS","1.5801"
"111..RD.ZF...","UNITED STATES","2008","MARKET RATE","U.S. DOLLARS","0.63287"
"111..SB.ZF...","UNITED STATES","2008","DOLLARS PER SDR, PERIOD AVERAGE","U.S. DOLLARS","1.5801"
"111..SA.ZF...","UNITED STATES","2007","US DOLLARS PER SDR, END OF PERIOD","U.S. DOLLARS","1.58025"
"111..SC.ZF...","UNITED STATES","2007","SDRS PER US DOLLAR, END OF PERIOD","U.S. DOLLARS","0.63281"
"111..SD.ZF...","UNITED STATES","2007","SDRS PER DOLLAR, PERIOD AVERAGE","U.S. DOLLARS","0.653318"
"111..RELZF...","UNITED STATES","2007","REER BASED ON ULC","INDEX NUMBER","96.432"
"111..REUZF...","UNITED STATES","2007","REER BASED ON RNULC","INDEX NUMBER","92.6248"
"111..RECZF...","UNITED STATES","2007","REER BASED ON REL.CP","INDEX NUMBER","95.7375"
"111..NELZF...","UNITED STATES","2007","NEER FROM ULC","INDEX NUMBER","93.9786"
"111..NEUZF...","UNITED STATES","2007","NEER FROM ULC","INDEX NUMBER","93.7606"
"111..NECZF...","UNITED STATES","2007","NEER FROM INS","INDEX NUMBER","94.2512"
"111..RF.ZF...","UNITED STATES","2007","MARKET RATE, PERIOD AVERAGE","U.S. DOLLARS","1"
"111..AA.ZF...","UNITED STATES","2007","MARKET RATE, END OF PERIOD","U.S. DOLLARS","1.58025"
"111..AE.ZF...","UNITED STATES","2007","MARKET RATE, END OF PERIOD","U.S. DOLLARS","1"
"111..AC.ZF...","UNITED STATES","2007","MARKET RATE","U.S. DOLLARS","0.632811"
"111..RB.ZF...","UNITED STATES","2007","MARKET RATE","U.S. DOLLARS","1.53065"
"111..RD.ZF...","UNITED STATES","2007","MARKET RATE","U.S. DOLLARS","0.653318"
"111..AF.ZF...","UNITED STATES","2007","MARKET RATE","U.S. DOLLARS","1"
"111..AG.ZF...","UNITED STATES","2007","MARKET RATE","U.S. DOLLARS","1"
"111..AH.ZF...","UNITED STATES","2007","MARKET RATE","U.S. DOLLARS","1"
"111..DE.ZF...","UNITED STATES","2007","MARKET RATE","U.S. DOLLARS","1"
"111..DG.ZF...","UNITED STATES","2007","MARKET RATE","U.S. DOLLARS","1"
"111..RH.ZF...","UNITED STATES","2007","MARKET RATE","U.S. DOLLARS","1"
"111..SB.ZF...","UNITED STATES","2007","DOLLARS PER SDR, PERIOD AVERAGE","U.S. DOLLARS","1.53065"
"111..SA.ZF...","UNITED STATES","2006","US DOLLARS PER SDR, END OF PERIOD","U.S. DOLLARS","1.5044"
"111..SC.ZF...","UNITED STATES","2006","SDRS PER US DOLLAR, END OF PERIOD","U.S. DOLLARS","0.66472"
"111..SD.ZF...","UNITED STATES","2006","SDRS PER DOLLAR, PERIOD AVERAGE","U.S. DOLLARS","0.679698"
"111..RELZF...","UNITED STATES","2006","REER BASED ON ULC","INDEX NUMBER","100.083"
"111..REUZF...","UNITED STATES","2006","REER BASED ON RNULC","INDEX NUMBER","97.4026"
"111..RECZF...","UNITED STATES","2006","REER BASED ON REL.CP","INDEX NUMBER","99.6596"
"111..NEUZF...","UNITED STATES","2006","NEER FROM ULC","INDEX NUMBER","99.1082"
"111..NELZF...","UNITED STATES","2006","NEER FROM ULC","INDEX NUMBER","98.7916"
"111..NECZF...","UNITED STATES","2006","NEER FROM INS","INDEX NUMBER","98.5031"
"111..RF.ZF...","UNITED STATES","2006","MARKET RATE, PERIOD AVERAGE","U.S. DOLLARS","1"
"111..AE.ZF...","UNITED STATES","2006","MARKET RATE, END OF PERIOD","U.S. DOLLARS","1"
"111..AA.ZF...","UNITED STATES","2006","MARKET RATE, END OF PERIOD","U.S. DOLLARS","1.5044"
"111..AC.ZF...","UNITED STATES","2006","MARKET RATE","U.S. DOLLARS","0.664717"
"111..AF.ZF...","UNITED STATES","2006","MARKET RATE","U.S. DOLLARS","1"
"111..AG.ZF...","UNITED STATES","2006","MARKET RATE","U.S. DOLLARS","1"
"111..AH.ZF...","UNITED STATES","2006","MARKET RATE","U.S. DOLLARS","1"
"111..DE.ZF...","UNITED STATES","2006","MARKET RATE","U.S. DOLLARS","1"
"111..DG.ZF...","UNITED STATES","2006","MARKET RATE","U.S. DOLLARS","1"
"111..RB.ZF...","UNITED STATES","2006","MARKET RATE","U.S. DOLLARS","1.47124"
"111..RD.ZF...","UNITED STATES","2006","MARKET RATE","U.S. DOLLARS","0.679697"
"111..RH.ZF...","UNITED STATES","2006","MARKET RATE","U.S. DOLLARS","1"
"111..SB.ZF...","UNITED STATES","2006","DOLLARS PER SDR, PERIOD AVERAGE","U.S. DOLLARS","1.47124"
"111..SA.ZF...","UNITED STATES","2005","US DOLLARS PER SDR, END OF PERIOD","U.S. DOLLARS","1.42927"
"111..SC.ZF...","UNITED STATES","2005","SDRS PER US DOLLAR, END OF PERIOD","U.S. DOLLARS","0.69966"
"111..SD.ZF...","UNITED STATES","2005","SDRS PER DOLLAR, PERIOD AVERAGE","U.S. DOLLARS","0.676898"
"111..RELZF...","UNITED STATES","2005","REER BASED ON ULC","INDEX NUMBER","100.003"
"111..REUZF...","UNITED STATES","2005","REER BASED ON RNULC","INDEX NUMBER","100"
"111..RECZF...","UNITED STATES","2005","REER BASED ON REL.CP","INDEX NUMBER","100"
"111..NELZF...","UNITED STATES","2005","NEER FROM ULC","INDEX NUMBER","100.003"
"111..NEUZF...","UNITED STATES","2005","NEER FROM ULC","INDEX NUMBER","99.997"
"111..NECZF...","UNITED STATES","2005","NEER FROM INS","INDEX NUMBER","100"
"111..RF.ZF...","UNITED STATES","2005","MARKET RATE, PERIOD AVERAGE","U.S. DOLLARS","1"
"111..AE.ZF...","UNITED STATES","2005","MARKET RATE, END OF PERIOD","U.S. DOLLARS","1"
"111..AA.ZF...","UNITED STATES","2005","MARKET RATE, END OF PERIOD","U.S. DOLLARS","1.42927"
"111..AF.ZF...","UNITED STATES","2005","MARKET RATE","U.S. DOLLARS","1"
"111..AC.ZF...","UNITED STATES","2005","MARKET RATE","U.S. DOLLARS","0.699658"
"111..DG.ZF...","UNITED STATES","2005","MARKET RATE","U.S. DOLLARS","1"
"111..DE.ZF...","UNITED STATES","2005","MARKET RATE","U.S. DOLLARS","1"
"111..AH.ZF...","UNITED STATES","2005","MARKET RATE","U.S. DOLLARS","1"
"111..AG.ZF...","UNITED STATES","2005","MARKET RATE","U.S. DOLLARS","1"
"111..RB.ZF...","UNITED STATES","2005","MARKET RATE","U.S. DOLLARS","1.47733"
"111..RD.ZF...","UNITED STATES","2005","MARKET RATE","U.S. DOLLARS","0.676898"
"111..RH.ZF...","UNITED STATES","2005","MARKET RATE","U.S. DOLLARS","1"
"111..SB.ZF...","UNITED STATES","2005","DOLLARS PER SDR, PERIOD AVERAGE","U.S. DOLLARS","1.47733"
"111..SA.ZF...","UNITED STATES","2004","US DOLLARS PER SDR, END OF PERIOD","U.S. DOLLARS","1.55301"
"111..SC.ZF...","UNITED STATES","2004","SDRS PER US DOLLAR, END OF PERIOD","U.S. DOLLARS","0.64391"
"111..SD.ZF...","UNITED STATES","2004","SDRS PER DOLLAR, PERIOD AVERAGE","U.S. DOLLARS","0.675231"
"111..RELZF...","UNITED STATES","2004","REER BASED ON ULC","INDEX NUMBER","102.9"
"111..REUZF...","UNITED STATES","2004","REER BASED ON RNULC","INDEX NUMBER","102.419"
"111..RECZF...","UNITED STATES","2004","REER BASED ON REL.CP","INDEX NUMBER","101.371"
"111..NEUZF...","UNITED STATES","2004","NEER FROM ULC","INDEX NUMBER","101.542"
"111..NELZF...","UNITED STATES","2004","NEER FROM ULC","INDEX NUMBER","102.237"
"111..NECZF...","UNITED STATES","2004","NEER FROM INS","INDEX NUMBER","102.629"
"111..RF.ZF...","UNITED STATES","2004","MARKET RATE, PERIOD AVERAGE","U.S. DOLLARS","1"
"111..AA.ZF...","UNITED STATES","2004","MARKET RATE, END OF PERIOD","U.S. DOLLARS","1.55301"
"111..AE.ZF...","UNITED STATES","2004","MARKET RATE, END OF PERIOD","U.S. DOLLARS","1"
"111..AF.ZF...","UNITED STATES","2004","MARKET RATE","U.S. DOLLARS","1"
"111..AG.ZF...","UNITED STATES","2004","MARKET RATE","U.S. DOLLARS","1"
"111..AH.ZF...","UNITED STATES","2004","MARKET RATE","U.S. DOLLARS","1"
"111..AC.ZF...","UNITED STATES","2004","MARKET RATE","U.S. DOLLARS","0.643911"
"111..RH.ZF...","UNITED STATES","2004","MARKET RATE","U.S. DOLLARS","1"
"111..DE.ZF...","UNITED STATES","2004","MARKET RATE","U.S. DOLLARS","1"
"111..DG.ZF...","UNITED STATES","2004","MARKET RATE","U.S. DOLLARS","1"
"111..RB.ZF...","UNITED STATES","2004","MARKET RATE","U.S. DOLLARS","1.48098"
"111..RD.ZF...","UNITED STATES","2004","MARKET RATE","U.S. DOLLARS","0.675231"
"111..SB.ZF...","UNITED STATES","2004","DOLLARS PER SDR, PERIOD AVERAGE","U.S. DOLLARS","1.48098"
"111..SA.ZF...","UNITED STATES","2003","US DOLLARS PER SDR, END OF PERIOD","U.S. DOLLARS","1.48597"
"111..SC.ZF...","UNITED STATES","2003","SDRS PER US DOLLAR, END OF PERIOD","U.S. DOLLARS","0.67296"
"111..SD.ZF...","UNITED STATES","2003","SDRS PER DOLLAR, PERIOD AVERAGE","U.S. DOLLARS","0.71399"
"111..RELZF...","UNITED STATES","2003","REER BASED ON ULC","INDEX NUMBER","110.983"
"111..REUZF...","UNITED STATES","2003","REER BASED ON RNULC","INDEX NUMBER","114.822"
"111..RECZF...","UNITED STATES","2003","REER BASED ON REL.CP","INDEX NUMBER","106.353"
"111..NEUZF...","UNITED STATES","2003","NEER FROM ULC","INDEX NUMBER","110.599"
"111..NELZF...","UNITED STATES","2003","NEER FROM ULC","INDEX NUMBER","110.358"
"111..NECZF...","UNITED STATES","2003","NEER FROM INS","INDEX NUMBER","108.041"
"111..RF.ZF...","UNITED STATES","2003","MARKET RATE, PERIOD AVERAGE","U.S. DOLLARS","1"
"111..AA.ZF...","UNITED STATES","2003","MARKET RATE, END OF PERIOD","U.S. DOLLARS","1.48597"
"111..AE.ZF...","UNITED STATES","2003","MARKET RATE, END OF PERIOD","U.S. DOLLARS","1"
"111..AF.ZF...","UNITED STATES","2003","MARKET RATE","U.S. DOLLARS","1"
"111..AH.ZF...","UNITED STATES","2003","MARKET RATE","U.S. DOLLARS","1"
"111..AG.ZF...","UNITED STATES","2003","MARKET RATE","U.S. DOLLARS","1"
"111..AC.ZF...","UNITED STATES","2003","MARKET RATE","U.S. DOLLARS","0.672961"
"111..RH.ZF...","UNITED STATES","2003","MARKET RATE","U.S. DOLLARS","1"
"111..DG.ZF...","UNITED STATES","2003","MARKET RATE","U.S. DOLLARS","1"
"111..DE.ZF...","UNITED STATES","2003","MARKET RATE","U.S. DOLLARS","1"
"111..RB.ZF...","UNITED STATES","2003","MARKET RATE","U.S. DOLLARS","1.40058"
"111..RD.ZF...","UNITED STATES","2003","MARKET RATE","U.S. DOLLARS","0.713992"
"111..SB.ZF...","UNITED STATES","2003","DOLLARS PER SDR, PERIOD AVERAGE","U.S. DOLLARS","1.40058"
"111..SA.ZF...","UNITED STATES","2002","US DOLLARS PER SDR, END OF PERIOD","U.S. DOLLARS","1.35952"
"111..SC.ZF...","UNITED STATES","2002","SDRS PER US DOLLAR, END OF PERIOD","U.S. DOLLARS","0.73555"
"111..SD.ZF...","UNITED STATES","2002","SDRS PER DOLLAR, PERIOD AVERAGE","U.S. DOLLARS","0.772289"
"111..RELZF...","UNITED STATES","2002","REER BASED ON ULC","INDEX NUMBER","121.343"
"111..REUZF...","UNITED STATES","2002","REER BASED ON RNULC","INDEX NUMBER","126.022"
"111..RECZF...","UNITED STATES","2002","REER BASED ON REL.CP","INDEX NUMBER","113.596"
