"OID","Country or Area","Year","Description","Magnitude","Value"
"466..RF.ZF...","UNITED ARAB EMIRATES","2000","OFFICIAL RATE, PERIOD AVERAGE","DIRHAMS","3.6725"
"466..AA.ZF...","UNITED ARAB EMIRATES","2000","OFFICIAL RATE, END OF PERIOD","DIRHAMS","4.78494"
"466..AE.ZF...","UNITED ARAB EMIRATES","2000","OFFICIAL RATE, END OF PERIOD","DIRHAMS","3.6725"
"466..AC.ZF...","UNITED ARAB EMIRATES","2000","OFFICIAL RATE","DIRHAMS","0.208989"
"466..AF.ZF...","UNITED ARAB EMIRATES","2000","OFFICIAL RATE","DIRHAMS","3.6725"
"466..AG.ZF...","UNITED ARAB EMIRATES","2000","OFFICIAL RATE","DIRHAMS","0.272294"
"466..AH.ZF...","UNITED ARAB EMIRATES","2000","OFFICIAL RATE","DIRHAMS","0.272294"
"466..DE.ZF...","UNITED ARAB EMIRATES","2000","OFFICIAL RATE","DIRHAMS","3.6725"
"466..DG.ZF...","UNITED ARAB EMIRATES","2000","OFFICIAL RATE","DIRHAMS","0.272294"
"466..RD.ZF...","UNITED ARAB EMIRATES","2000","OFFICIAL RATE","DIRHAMS","0.206473"
"466..RB.ZF...","UNITED ARAB EMIRATES","2000","OFFICIAL RATE","DIRHAMS","4.84325"
"466..RH.ZF...","UNITED ARAB EMIRATES","2000","OFFICIAL RATE","DIRHAMS","0.272294"
"466..NECZF...","UNITED ARAB EMIRATES","2000","NEER FROM INS","INDEX NUMBER","109.878"
"466..AHXZF...","UNITED ARAB EMIRATES","2000","EXCHANGE RATE INDEX 2000=100","INDEX NUMBER","100.001"
"466..RF.ZF...","UNITED ARAB EMIRATES","1999","OFFICIAL RATE, PERIOD AVERAGE","DIRHAMS","3.6725"
"466..AE.ZF...","UNITED ARAB EMIRATES","1999","OFFICIAL RATE, END OF PERIOD","DIRHAMS","3.6725"
"466..AA.ZF...","UNITED ARAB EMIRATES","1999","OFFICIAL RATE, END OF PERIOD","DIRHAMS","5.04054"
"466..AC.ZF...","UNITED ARAB EMIRATES","1999","OFFICIAL RATE","DIRHAMS","0.198391"
"466..AF.ZF...","UNITED ARAB EMIRATES","1999","OFFICIAL RATE","DIRHAMS","3.6725"
"466..AH.ZF...","UNITED ARAB EMIRATES","1999","OFFICIAL RATE","DIRHAMS","0.272294"
"466..AG.ZF...","UNITED ARAB EMIRATES","1999","OFFICIAL RATE","DIRHAMS","0.272294"
"466..DE.ZF...","UNITED ARAB EMIRATES","1999","OFFICIAL RATE","DIRHAMS","3.6725"
"466..DG.ZF...","UNITED ARAB EMIRATES","1999","OFFICIAL RATE","DIRHAMS","0.272294"
"466..RH.ZF...","UNITED ARAB EMIRATES","1999","OFFICIAL RATE","DIRHAMS","0.272294"
"466..RB.ZF...","UNITED ARAB EMIRATES","1999","OFFICIAL RATE","DIRHAMS","5.02147"
"466..RD.ZF...","UNITED ARAB EMIRATES","1999","OFFICIAL RATE","DIRHAMS","0.199145"
"466..NECZF...","UNITED ARAB EMIRATES","1999","NEER FROM INS","INDEX NUMBER","104.384"
"466..AHXZF...","UNITED ARAB EMIRATES","1999","EXCHANGE RATE INDEX 2000=100","INDEX NUMBER","100.001"
"466..RF.ZF...","UNITED ARAB EMIRATES","1998","OFFICIAL RATE, PERIOD AVERAGE","DIRHAMS","3.6725"
"466..AA.ZF...","UNITED ARAB EMIRATES","1998","OFFICIAL RATE, END OF PERIOD","DIRHAMS","5.17099"
"466..AE.ZF...","UNITED ARAB EMIRATES","1998","OFFICIAL RATE, END OF PERIOD","DIRHAMS","3.6725"
"466..AF.ZF...","UNITED ARAB EMIRATES","1998","OFFICIAL RATE","DIRHAMS","3.6725"
"466..AG.ZF...","UNITED ARAB EMIRATES","1998","OFFICIAL RATE","DIRHAMS","0.272294"
"466..AH.ZF...","UNITED ARAB EMIRATES","1998","OFFICIAL RATE","DIRHAMS","0.272294"
"466..AC.ZF...","UNITED ARAB EMIRATES","1998","OFFICIAL RATE","DIRHAMS","0.193387"
"466..RH.ZF...","UNITED ARAB EMIRATES","1998","OFFICIAL RATE","DIRHAMS","0.272294"
"466..DE.ZF...","UNITED ARAB EMIRATES","1998","OFFICIAL RATE","DIRHAMS","3.6725"
"466..DG.ZF...","UNITED ARAB EMIRATES","1998","OFFICIAL RATE","DIRHAMS","0.272294"
"466..RB.ZF...","UNITED ARAB EMIRATES","1998","OFFICIAL RATE","DIRHAMS","4.9819"
"466..RD.ZF...","UNITED ARAB EMIRATES","1998","OFFICIAL RATE","DIRHAMS","0.200727"
"466..NECZF...","UNITED ARAB EMIRATES","1998","NEER FROM INS","INDEX NUMBER","102.417"
"466..AHXZF...","UNITED ARAB EMIRATES","1998","EXCHANGE RATE INDEX 2000=100","INDEX NUMBER","100.001"
"466..RF.ZF...","UNITED ARAB EMIRATES","1997","OFFICIAL RATE, PERIOD AVERAGE","DIRHAMS","3.67113"
"466..AA.ZF...","UNITED ARAB EMIRATES","1997","OFFICIAL RATE, END OF PERIOD","DIRHAMS","4.95512"
"466..AE.ZF...","UNITED ARAB EMIRATES","1997","OFFICIAL RATE, END OF PERIOD","DIRHAMS","3.6725"
"466..AF.ZF...","UNITED ARAB EMIRATES","1997","OFFICIAL RATE","DIRHAMS","3.67113"
"466..AG.ZF...","UNITED ARAB EMIRATES","1997","OFFICIAL RATE","DIRHAMS","0.272294"
"466..AH.ZF...","UNITED ARAB EMIRATES","1997","OFFICIAL RATE","DIRHAMS","0.272396"
"466..AC.ZF...","UNITED ARAB EMIRATES","1997","OFFICIAL RATE","DIRHAMS","0.201811"
"466..RH.ZF...","UNITED ARAB EMIRATES","1997","OFFICIAL RATE","DIRHAMS","0.272396"
"466..DE.ZF...","UNITED ARAB EMIRATES","1997","OFFICIAL RATE","DIRHAMS","3.6725"
"466..DG.ZF...","UNITED ARAB EMIRATES","1997","OFFICIAL RATE","DIRHAMS","0.272294"
"466..RB.ZF...","UNITED ARAB EMIRATES","1997","OFFICIAL RATE","DIRHAMS","5.05153"
"466..RD.ZF...","UNITED ARAB EMIRATES","1997","OFFICIAL RATE","DIRHAMS","0.19796"
"466..NECZF...","UNITED ARAB EMIRATES","1997","NEER FROM INS","INDEX NUMBER","93.8734"
"466..AHXZF...","UNITED ARAB EMIRATES","1997","EXCHANGE RATE INDEX 2000=100","INDEX NUMBER","100.039"
"112..G..ZF...","UNITED KINGDOM","2009","SDRS PER OUNCE(LONDON)","POUNDS STERLING","693.696"
"112..RELZF...","UNITED KINGDOM","2009","REER BASED ON ULC","INDEX NUMBER","85.9169"
"112..RECZF...","UNITED KINGDOM","2009","REER BASED ON REL.CP","INDEX NUMBER","81.7874"
"112..NELZF...","UNITED KINGDOM","2009","NEER FROM ULC","INDEX NUMBER","79.3252"
"112..NECZF...","UNITED KINGDOM","2009","NEER FROM INS","INDEX NUMBER","79.0554"
"112..RF.ZF...","UNITED KINGDOM","2009","MARKET RATE, PERIOD AVERAGE","POUNDS STERLING","0.641919"
"112..AA.ZF...","UNITED KINGDOM","2009","MARKET RATE, END OF PERIOD","POUNDS STERLING","0.968009"
"112..AE.ZF...","UNITED KINGDOM","2009","MARKET RATE, END OF PERIOD","POUNDS STERLING","0.617475"
"112..AF.ZF...","UNITED KINGDOM","2009","MARKET RATE","POUNDS STERLING","0.641919"
"112..AC.ZF...","UNITED KINGDOM","2009","MARKET RATE","POUNDS STERLING","1.03305"
"112..DE.ZF...","UNITED KINGDOM","2009","MARKET RATE","POUNDS STERLING","0.617475"
"112..DG.ZF...","UNITED KINGDOM","2009","MARKET RATE","POUNDS STERLING","1.6195"
"112..AG.ZF...","UNITED KINGDOM","2009","MARKET RATE","POUNDS STERLING","1.6195"
"112..AH.ZF...","UNITED KINGDOM","2009","MARKET RATE","POUNDS STERLING","1.56433"
"112..RH.ZF...","UNITED KINGDOM","2009","MARKET RATE","POUNDS STERLING","1.56433"
"112..RB.ZF...","UNITED KINGDOM","2009","MARKET RATE","POUNDS STERLING","0.989869"
"112..RD.ZF...","UNITED KINGDOM","2009","MARKET RATE","POUNDS STERLING","1.01445"
"112..C..ZF...","UNITED KINGDOM","2009","LONDON GOLD PRICE","US$ PER FINE OZS","1087.5"
"112..AHXZF...","UNITED KINGDOM","2009","EXCHANGE RATE INDEX 2000=100","INDEX NUMBER","85.9334"
"112..EC.ZF...","UNITED KINGDOM","2009","EURO PER POUND STERLING:END PD.","ECUS PER","1.12418"
"112..G..ZF...","UNITED KINGDOM","2008","SDRS PER OUNCE(LONDON)","POUNDS STERLING","564.674"
"112..RELZF...","UNITED KINGDOM","2008","REER BASED ON ULC","INDEX NUMBER","95.3406"
"112..REUZF...","UNITED KINGDOM","2008","REER BASED ON RNULC","INDEX NUMBER","90.3807"
"112..RECZF...","UNITED KINGDOM","2008","REER BASED ON REL.CP","INDEX NUMBER","93.7467"
"112..NELZF...","UNITED KINGDOM","2008","NEER FROM ULC","INDEX NUMBER","90.2555"
"112..NEUZF...","UNITED KINGDOM","2008","NEER FROM ULC","INDEX NUMBER","89.7867"
"112..NECZF...","UNITED KINGDOM","2008","NEER FROM INS","INDEX NUMBER","90.3219"
"112..RF.ZF...","UNITED KINGDOM","2008","MARKET RATE, PERIOD AVERAGE","POUNDS STERLING","0.543966"
"112..AE.ZF...","UNITED KINGDOM","2008","MARKET RATE, END OF PERIOD","POUNDS STERLING","0.685965"
"112..AA.ZF...","UNITED KINGDOM","2008","MARKET RATE, END OF PERIOD","POUNDS STERLING","1.05657"
"112..AC.ZF...","UNITED KINGDOM","2008","MARKET RATE","POUNDS STERLING","0.946457"
"112..AG.ZF...","UNITED KINGDOM","2008","MARKET RATE","POUNDS STERLING","1.4578"
"112..AF.ZF...","UNITED KINGDOM","2008","MARKET RATE","POUNDS STERLING","0.543966"
"112..DG.ZF...","UNITED KINGDOM","2008","MARKET RATE","POUNDS STERLING","1.4578"
"112..DE.ZF...","UNITED KINGDOM","2008","MARKET RATE","POUNDS STERLING","0.685965"
"112..AH.ZF...","UNITED KINGDOM","2008","MARKET RATE","POUNDS STERLING","1.85324"
"112..RH.ZF...","UNITED KINGDOM","2008","MARKET RATE","POUNDS STERLING","1.85324"
"112..RB.ZF...","UNITED KINGDOM","2008","MARKET RATE","POUNDS STERLING","0.859522"
"112..RD.ZF...","UNITED KINGDOM","2008","MARKET RATE","POUNDS STERLING","1.17286"
"112..C..ZF...","UNITED KINGDOM","2008","LONDON GOLD PRICE","US$ PER FINE OZS","869.75"
"112..AHXZF...","UNITED KINGDOM","2008","EXCHANGE RATE INDEX 2000=100","INDEX NUMBER","101.804"
"112..ED.ZF...","UNITED KINGDOM","2008","EUROS PER POUND STERLING: PD.AVG.","ECUS PER","1.26516"
"112..EC.ZF...","UNITED KINGDOM","2008","EURO PER POUND STERLING:END PD.","ECUS PER","1.0475"
"112..G..ZF...","UNITED KINGDOM","2007","SDRS PER OUNCE(LONDON)","POUNDS STERLING","527.606"
"112..RELZF...","UNITED KINGDOM","2007","REER BASED ON ULC","INDEX NUMBER","108.61"
"112..REUZF...","UNITED KINGDOM","2007","REER BASED ON RNULC","INDEX NUMBER","104.533"
"112..RECZF...","UNITED KINGDOM","2007","REER BASED ON REL.CP","INDEX NUMBER","106.496"
"112..NELZF...","UNITED KINGDOM","2007","NEER FROM ULC","INDEX NUMBER","103.129"
"112..NEUZF...","UNITED KINGDOM","2007","NEER FROM ULC","INDEX NUMBER","103.001"
"112..NECZF...","UNITED KINGDOM","2007","NEER FROM INS","INDEX NUMBER","103.279"
"112..RF.ZF...","UNITED KINGDOM","2007","MARKET RATE, PERIOD AVERAGE","POUNDS STERLING","0.499772"
"112..AA.ZF...","UNITED KINGDOM","2007","MARKET RATE, END OF PERIOD","POUNDS STERLING","0.788784"
"112..AE.ZF...","UNITED KINGDOM","2007","MARKET RATE, END OF PERIOD","POUNDS STERLING","0.499151"
"112..AF.ZF...","UNITED KINGDOM","2007","MARKET RATE","POUNDS STERLING","0.499772"
"112..AG.ZF...","UNITED KINGDOM","2007","MARKET RATE","POUNDS STERLING","2.0034"
"112..AH.ZF...","UNITED KINGDOM","2007","MARKET RATE","POUNDS STERLING","2.00168"
"112..DE.ZF...","UNITED KINGDOM","2007","MARKET RATE","POUNDS STERLING","0.499151"
"112..DG.ZF...","UNITED KINGDOM","2007","MARKET RATE","POUNDS STERLING","2.0034"
"112..AC.ZF...","UNITED KINGDOM","2007","MARKET RATE","POUNDS STERLING","1.26777"
"112..RH.ZF...","UNITED KINGDOM","2007","MARKET RATE","POUNDS STERLING","2.00168"
"112..RB.ZF...","UNITED KINGDOM","2007","MARKET RATE","POUNDS STERLING","0.764975"
"112..RD.ZF...","UNITED KINGDOM","2007","MARKET RATE","POUNDS STERLING","1.30773"
"112..C..ZF...","UNITED KINGDOM","2007","LONDON GOLD PRICE","US$ PER FINE OZS","833.75"
"112..AHXZF...","UNITED KINGDOM","2007","EXCHANGE RATE INDEX 2000=100","INDEX NUMBER","109.958"
"112..ED.ZF...","UNITED KINGDOM","2007","EUROS PER POUND STERLING: PD.AVG.","ECUS PER","1.4625"
"112..EC.ZF...","UNITED KINGDOM","2007","EURO PER POUND STERLING:END PD.","ECUS PER","1.36091"
"112..G..ZF...","UNITED KINGDOM","2006","SDRS PER OUNCE(LONDON)","POUNDS STERLING","422.56"
"112..RELZF...","UNITED KINGDOM","2006","REER BASED ON ULC","INDEX NUMBER","103.396"
"112..REUZF...","UNITED KINGDOM","2006","REER BASED ON RNULC","INDEX NUMBER","102.865"
"112..RECZF...","UNITED KINGDOM","2006","REER BASED ON REL.CP","INDEX NUMBER","101.816"
"112..NEUZF...","UNITED KINGDOM","2006","NEER FROM ULC","INDEX NUMBER","100.901"
"112..NELZF...","UNITED KINGDOM","2006","NEER FROM ULC","INDEX NUMBER","100.765"
"112..NECZF...","UNITED KINGDOM","2006","NEER FROM INS","INDEX NUMBER","100.665"
"112..RF.ZF...","UNITED KINGDOM","2006","MARKET RATE, PERIOD AVERAGE","POUNDS STERLING","0.543487"
"112..AE.ZF...","UNITED KINGDOM","2006","MARKET RATE, END OF PERIOD","POUNDS STERLING","0.509424"
"112..AA.ZF...","UNITED KINGDOM","2006","MARKET RATE, END OF PERIOD","POUNDS STERLING","0.766378"
"112..AC.ZF...","UNITED KINGDOM","2006","MARKET RATE","POUNDS STERLING","1.30484"
"112..AF.ZF...","UNITED KINGDOM","2006","MARKET RATE","POUNDS STERLING","0.543487"
"112..AG.ZF...","UNITED KINGDOM","2006","MARKET RATE","POUNDS STERLING","1.963"
"112..AH.ZF...","UNITED KINGDOM","2006","MARKET RATE","POUNDS STERLING","1.84263"
"112..DG.ZF...","UNITED KINGDOM","2006","MARKET RATE","POUNDS STERLING","1.963"
"112..DE.ZF...","UNITED KINGDOM","2006","MARKET RATE","POUNDS STERLING","0.509424"
"112..RH.ZF...","UNITED KINGDOM","2006","MARKET RATE","POUNDS STERLING","1.84263"
"112..RD.ZF...","UNITED KINGDOM","2006","MARKET RATE","POUNDS STERLING","1.25243"
"112..RB.ZF...","UNITED KINGDOM","2006","MARKET RATE","POUNDS STERLING","0.799601"
"112..C..ZF...","UNITED KINGDOM","2006","LONDON GOLD PRICE","US$ PER FINE OZS","635.7"
"112..AHXZF...","UNITED KINGDOM","2006","EXCHANGE RATE INDEX 2000=100","INDEX NUMBER","101.221"
"112..ED.ZF...","UNITED KINGDOM","2006","EUROS PER POUND STERLING: PD.AVG.","ECUS PER","1.46884"
"112..EC.ZF...","UNITED KINGDOM","2006","EURO PER POUND STERLING:END PD.","ECUS PER","1.49051"
"112..G..ZF...","UNITED KINGDOM","2005","SDRS PER OUNCE(LONDON)","POUNDS STERLING","358.924"
"112..RELZF...","UNITED KINGDOM","2005","REER BASED ON ULC","INDEX NUMBER","100.002"
"112..REUZF...","UNITED KINGDOM","2005","REER BASED ON RNULC","INDEX NUMBER","100"
"112..RECZF...","UNITED KINGDOM","2005","REER BASED ON REL.CP","INDEX NUMBER","100"
"112..NEUZF...","UNITED KINGDOM","2005","NEER FROM ULC","INDEX NUMBER","100"
"112..NELZF...","UNITED KINGDOM","2005","NEER FROM ULC","INDEX NUMBER","100.003"
"112..NECZF...","UNITED KINGDOM","2005","NEER FROM INS","INDEX NUMBER","100"
"112..RF.ZF...","UNITED KINGDOM","2005","MARKET RATE, PERIOD AVERAGE","POUNDS STERLING","0.549998"
"112..AE.ZF...","UNITED KINGDOM","2005","MARKET RATE, END OF PERIOD","POUNDS STERLING","0.580754"
"112..AA.ZF...","UNITED KINGDOM","2005","MARKET RATE, END OF PERIOD","POUNDS STERLING","0.830054"
"112..AC.ZF...","UNITED KINGDOM","2005","MARKET RATE","POUNDS STERLING","1.20474"
"112..DE.ZF...","UNITED KINGDOM","2005","MARKET RATE","POUNDS STERLING","0.580754"
"112..DG.ZF...","UNITED KINGDOM","2005","MARKET RATE","POUNDS STERLING","1.7219"
"112..AF.ZF...","UNITED KINGDOM","2005","MARKET RATE","POUNDS STERLING","0.549998"
"112..AH.ZF...","UNITED KINGDOM","2005","MARKET RATE","POUNDS STERLING","1.8204"
"112..AG.ZF...","UNITED KINGDOM","2005","MARKET RATE","POUNDS STERLING","1.7219"
"112..RH.ZF...","UNITED KINGDOM","2005","MARKET RATE","POUNDS STERLING","1.8204"
"112..RD.ZF...","UNITED KINGDOM","2005","MARKET RATE","POUNDS STERLING","1.23223"
"112..RB.ZF...","UNITED KINGDOM","2005","MARKET RATE","POUNDS STERLING","0.812527"
"112..C..ZF...","UNITED KINGDOM","2005","LONDON GOLD PRICE","US$ PER FINE OZS","513"
"112..B..ZF...","UNITED KINGDOM","2005","FORWARD RATE","POUNDS STERLING","1.7166"
"112..AHXZF...","UNITED KINGDOM","2005","EXCHANGE RATE INDEX 2000=100","INDEX NUMBER","100"
"112..ED.ZF...","UNITED KINGDOM","2005","EUROS PER POUND STERLING: PD.AVG.","ECUS PER","1.46382"
"112..EC.ZF...","UNITED KINGDOM","2005","EURO PER POUND STERLING:END PD.","ECUS PER","1.45961"
"112..G..ZF...","UNITED KINGDOM","2004","SDRS PER OUNCE(LONDON)","POUNDS STERLING","282.033"
"112..RELZF...","UNITED KINGDOM","2004","REER BASED ON ULC","INDEX NUMBER","101.253"
"112..REUZF...","UNITED KINGDOM","2004","REER BASED ON RNULC","INDEX NUMBER","100.634"
"112..RECZF...","UNITED KINGDOM","2004","REER BASED ON REL.CP","INDEX NUMBER","100.269"
"112..NEUZF...","UNITED KINGDOM","2004","NEER FROM ULC","INDEX NUMBER","100.842"
"112..NELZF...","UNITED KINGDOM","2004","NEER FROM ULC","INDEX NUMBER","101.153"
"112..NECZF...","UNITED KINGDOM","2004","NEER FROM INS","INDEX NUMBER","101.081"
"112..RF.ZF...","UNITED KINGDOM","2004","MARKET RATE, PERIOD AVERAGE","POUNDS STERLING","0.54618"
"112..AA.ZF...","UNITED KINGDOM","2004","MARKET RATE, END OF PERIOD","POUNDS STERLING","0.804085"
"112..AE.ZF...","UNITED KINGDOM","2004","MARKET RATE, END OF PERIOD","POUNDS STERLING","0.517759"
"112..AF.ZF...","UNITED KINGDOM","2004","MARKET RATE","POUNDS STERLING","0.54618"
"112..AC.ZF...","UNITED KINGDOM","2004","MARKET RATE","POUNDS STERLING","1.24365"
"112..AG.ZF...","UNITED KINGDOM","2004","MARKET RATE","POUNDS STERLING","1.9314"
"112..AH.ZF...","UNITED KINGDOM","2004","MARKET RATE","POUNDS STERLING","1.8318"
"112..DE.ZF...","UNITED KINGDOM","2004","MARKET RATE","POUNDS STERLING","0.517759"
"112..DG.ZF...","UNITED KINGDOM","2004","MARKET RATE","POUNDS STERLING","1.9314"
"112..RH.ZF...","UNITED KINGDOM","2004","MARKET RATE","POUNDS STERLING","1.8318"
"112..RB.ZF...","UNITED KINGDOM","2004","MARKET RATE","POUNDS STERLING","0.808879"
"112..RD.ZF...","UNITED KINGDOM","2004","MARKET RATE","POUNDS STERLING","1.23689"
"112..C..ZF...","UNITED KINGDOM","2004","LONDON GOLD PRICE","US$ PER FINE OZS","438"
"112..B..ZF...","UNITED KINGDOM","2004","FORWARD RATE","POUNDS STERLING","1.9094"
"112..AHXZF...","UNITED KINGDOM","2004","EXCHANGE RATE INDEX 2000=100","INDEX NUMBER","100.626"
"112..ED.ZF...","UNITED KINGDOM","2004","EUROS PER POUND STERLING: PD.AVG.","ECUS PER","1.47527"
"112..EC.ZF...","UNITED KINGDOM","2004","EURO PER POUND STERLING:END PD.","ECUS PER","1.41796"
"112..G..ZF...","UNITED KINGDOM","2003","SDRS PER OUNCE(LONDON)","POUNDS STERLING","280.793"
"112..RELZF...","UNITED KINGDOM","2003","REER BASED ON ULC","INDEX NUMBER","96.2395"
"112..REUZF...","UNITED KINGDOM","2003","REER BASED ON RNULC","INDEX NUMBER","95.7839"
"112..RECZF...","UNITED KINGDOM","2003","REER BASED ON REL.CP","INDEX NUMBER","94.7609"
"112..NEUZF...","UNITED KINGDOM","2003","NEER FROM ULC","INDEX NUMBER","96.8805"
"112..NELZF...","UNITED KINGDOM","2003","NEER FROM ULC","INDEX NUMBER","96.8811"
"112..NECZF...","UNITED KINGDOM","2003","NEER FROM INS","INDEX NUMBER","96.503"
"112..RF.ZF...","UNITED KINGDOM","2003","MARKET RATE, PERIOD AVERAGE","POUNDS STERLING","0.612472"
"112..AA.ZF...","UNITED KINGDOM","2003","MARKET RATE, END OF PERIOD","POUNDS STERLING","0.832616"
"112..AE.ZF...","UNITED KINGDOM","2003","MARKET RATE, END OF PERIOD","POUNDS STERLING","0.560318"
"112..AF.ZF...","UNITED KINGDOM","2003","MARKET RATE","POUNDS STERLING","0.612472"
"112..AC.ZF...","UNITED KINGDOM","2003","MARKET RATE","POUNDS STERLING","1.20103"
"112..AH.ZF...","UNITED KINGDOM","2003","MARKET RATE","POUNDS STERLING","1.63437"
"112..AG.ZF...","UNITED KINGDOM","2003","MARKET RATE","POUNDS STERLING","1.7847"
"112..DG.ZF...","UNITED KINGDOM","2003","MARKET RATE","POUNDS STERLING","1.7847"
"112..DE.ZF...","UNITED KINGDOM","2003","MARKET RATE","POUNDS STERLING","0.560318"
"112..RH.ZF...","UNITED KINGDOM","2003","MARKET RATE","POUNDS STERLING","1.63437"
"112..RB.ZF...","UNITED KINGDOM","2003","MARKET RATE","POUNDS STERLING","0.857815"
"112..RD.ZF...","UNITED KINGDOM","2003","MARKET RATE","POUNDS STERLING","1.16693"
"112..C..ZF...","UNITED KINGDOM","2003","LONDON GOLD PRICE","US$ PER FINE OZS","417.25"
"112..B..ZF...","UNITED KINGDOM","2003","FORWARD RATE","POUNDS STERLING","1.7778"
"112..AHXZF...","UNITED KINGDOM","2003","EXCHANGE RATE INDEX 2000=100","INDEX NUMBER","89.781"
"112..ED.ZF...","UNITED KINGDOM","2003","EUROS PER POUND STERLING: PD.AVG.","ECUS PER","1.44811"
"112..EC.ZF...","UNITED KINGDOM","2003","EURO PER POUND STERLING:END PD.","ECUS PER","1.41306"
"112..G..ZF...","UNITED KINGDOM","2002","SDRS PER OUNCE(LONDON)","POUNDS STERLING","252.111"
"112..RELZF...","UNITED KINGDOM","2002","REER BASED ON ULC","INDEX NUMBER","99.9101"
"112..REUZF...","UNITED KINGDOM","2002","REER BASED ON RNULC","INDEX NUMBER","101.484"
"112..RECZF...","UNITED KINGDOM","2002","REER BASED ON REL.CP","INDEX NUMBER","97.3394"
"112..NEUZF...","UNITED KINGDOM","2002","NEER FROM ULC","INDEX NUMBER","101.965"
"112..NELZF...","UNITED KINGDOM","2002","NEER FROM ULC","INDEX NUMBER","101.201"
"112..NECZF...","UNITED KINGDOM","2002","NEER FROM INS","INDEX NUMBER","100.239"
"112..RF.ZF...","UNITED KINGDOM","2002","MARKET RATE, PERIOD AVERAGE","POUNDS STERLING","0.667223"
"112..AA.ZF...","UNITED KINGDOM","2002","MARKET RATE, END OF PERIOD","POUNDS STERLING","0.843479"
"112..AE.ZF...","UNITED KINGDOM","2002","MARKET RATE, END OF PERIOD","POUNDS STERLING","0.620424"
"112..AF.ZF...","UNITED KINGDOM","2002","MARKET RATE","POUNDS STERLING","0.667223"
"112..AC.ZF...","UNITED KINGDOM","2002","MARKET RATE","POUNDS STERLING","1.18557"
"112..AG.ZF...","UNITED KINGDOM","2002","MARKET RATE","POUNDS STERLING","1.6118"
"112..AH.ZF...","UNITED KINGDOM","2002","MARKET RATE","POUNDS STERLING","1.50126"
"112..DG.ZF...","UNITED KINGDOM","2002","MARKET RATE","POUNDS STERLING","1.6118"
"112..DE.ZF...","UNITED KINGDOM","2002","MARKET RATE","POUNDS STERLING","0.620424"
"112..RH.ZF...","UNITED KINGDOM","2002","MARKET RATE","POUNDS STERLING","1.50126"
"112..RB.ZF...","UNITED KINGDOM","2002","MARKET RATE","POUNDS STERLING","0.863955"
"112..RD.ZF...","UNITED KINGDOM","2002","MARKET RATE","POUNDS STERLING","1.15941"
"112..C..ZF...","UNITED KINGDOM","2002","LONDON GOLD PRICE","US$ PER FINE OZS","342.75"
"112..B..ZF...","UNITED KINGDOM","2002","FORWARD RATE","POUNDS STERLING","1.5995"
"112..AHXZF...","UNITED KINGDOM","2002","EXCHANGE RATE INDEX 2000=100","INDEX NUMBER","82.4686"
"112..ED.ZF...","UNITED KINGDOM","2002","EUROS PER POUND STERLING: PD.AVG.","ECUS PER","1.59516"
"112..EC.ZF...","UNITED KINGDOM","2002","EURO PER POUND STERLING:END PD.","ECUS PER","1.53695"
"112..G..ZF...","UNITED KINGDOM","2001","SDRS PER OUNCE(LONDON)","POUNDS STERLING","220.015"
"112..RELZF...","UNITED KINGDOM","2001","REER BASED ON ULC","INDEX NUMBER","97.4331"
"112..REUZF...","UNITED KINGDOM","2001","REER BASED ON RNULC","INDEX NUMBER","101.627"
"112..RECZF...","UNITED KINGDOM","2001","REER BASED ON REL.CP","INDEX NUMBER","96.5256"
"112..NELZF...","UNITED KINGDOM","2001","NEER FROM ULC","INDEX NUMBER","100.472"
"112..NEUZF...","UNITED KINGDOM","2001","NEER FROM ULC","INDEX NUMBER","101.531"
"112..NECZF...","UNITED KINGDOM","2001","NEER FROM INS","INDEX NUMBER","99.3532"
"112..RF.ZF...","UNITED KINGDOM","2001","MARKET RATE, PERIOD AVERAGE","POUNDS STERLING","0.694655"
"112..AE.ZF...","UNITED KINGDOM","2001","MARKET RATE, END OF PERIOD","POUNDS STERLING","0.689465"
"112..AA.ZF...","UNITED KINGDOM","2001","MARKET RATE, END OF PERIOD","POUNDS STERLING","0.866471"
"112..AC.ZF...","UNITED KINGDOM","2001","MARKET RATE","POUNDS STERLING","1.15411"
"112..AG.ZF...","UNITED KINGDOM","2001","MARKET RATE","POUNDS STERLING","1.4504"
"112..AF.ZF...","UNITED KINGDOM","2001","MARKET RATE","POUNDS STERLING","0.694655"
"112..AH.ZF...","UNITED KINGDOM","2001","MARKET RATE","POUNDS STERLING","1.43996"
"112..DE.ZF...","UNITED KINGDOM","2001","MARKET RATE","POUNDS STERLING","0.689465"
"112..DG.ZF...","UNITED KINGDOM","2001","MARKET RATE","POUNDS STERLING","1.4504"
"112..RH.ZF...","UNITED KINGDOM","2001","MARKET RATE","POUNDS STERLING","1.43996"
"112..RD.ZF...","UNITED KINGDOM","2001","MARKET RATE","POUNDS STERLING","1.13112"
"112..RB.ZF...","UNITED KINGDOM","2001","MARKET RATE","POUNDS STERLING","0.884322"
"112..C..ZF...","UNITED KINGDOM","2001","LONDON GOLD PRICE","US$ PER FINE OZS","276.5"
"112..B..ZF...","UNITED KINGDOM","2001","FORWARD RATE","POUNDS STERLING","1.448"
"112..AHXZF...","UNITED KINGDOM","2001","EXCHANGE RATE INDEX 2000=100","INDEX NUMBER","79.1015"
